supplier,supplier_sku,ean,case_ean,asin,amazon_url,product_name,match_type,supplier_price_basis,case_qty,unit_cost_ex_vat,unit_cost_inc_vat,case_cost_ex_vat,case_cost_inc_vat,buy_cost,market_price,raw_conservative_price,floored_conservative_price,price_basis,fees_current,fees_conservative,profit_current,profit_conservative,margin_current,margin_conservative,sales_estimate,max_buy_price,capital_exposure,size_tier,history_days,gated,decision,decision_reason,risk_flags
Price-List,BOUFOUHMX062,3614225451614,,B0783QJTYW,https://www.amazon.co.uk/dp/B0783QJTYW,"Bourjois Healthy Mix Anti-Fatigue Medium coverage Liquid Foundation 62 Cappucino, 30ml",UNIT,UNIT,12,1.0,1.2,12.0,14.399999999999999,1.2,3.93,3.93,3.93,FBA,3.2822231999999993,3.2822231999999993,-0.5522231999999991,-0.5522231999999991,-0.14051480916030512,-0.14051480916030512,,-1.8522231999999992,1.2,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £-0.55, conservative £-0.55 (min £2.50)",INSUFFICIENT_HISTORY
Price-List,BOUFOUHMX063,3614225451621,,B07H8KYDPQ,https://www.amazon.co.uk/dp/B07H8KYDPQ,"Bourjois Healthy Mix Anti-Fatigue Medium coverage Liquid Foundation 63 Cocoa, 3ml",UNIT,UNIT,12,1.0,1.2,12.0,14.399999999999999,1.2,5.94,5.94,5.94,FBA,3.4799423999999997,3.4799423999999997,1.2600576000000008,1.2600576000000008,0.2121309090909092,0.2121309090909092,,-0.03994239999999927,1.2,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £1.26, conservative £1.26 (min £2.50)",INSUFFICIENT_HISTORY
Price-List,BOUFOUHMX57N,3616303397371,,B0BH958PGQ,https://www.amazon.co.uk/dp/B0BH958PGQ,"Bourjois - Healthy Mix Clean Foundation, Foundation, Clay 057, Bronze 30ml",UNIT,UNIT,12,1.5,1.7999999999999998,18.0,21.599999999999998,1.7999999999999998,6.04,6.04,6.04,FBA,3.4802159999999995,3.4802159999999995,0.7597840000000007,0.7597840000000007,0.12579205298013257,0.12579205298013257,,0.0597840000000005,1.7999999999999998,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £0.76, conservative £0.76 (min £2.50)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,BOUFOUFAB510,3614228412988,,B07Y8WMKST,https://www.amazon.co.uk/dp/B07Y8WMKST,Bourjois Always Fabulous 510 Foundation Golden Caramel,UNIT,UNIT,12,3.0,3.5999999999999996,36.0,43.199999999999996,3.5999999999999996,9.99,9.99,9.99,FBA,3.8642388,3.8642388,2.5257612000000007,2.5257612000000007,0.25282894894894903,0.25282894894894903,,3.6257612000000004,3.5999999999999996,UNKNOWN,90.0,UNKNOWN,SHORTLIST,Passes all thresholds at conservative price | Gated status unknown — check before buying,SINGLE_FBA_SELLER; INSUFFICIENT_HISTORY
Price-List,BOUFOUFAB300,3616302732777,,B09K83G4YN,https://www.amazon.co.uk/dp/B09K83G4YN,Bourjois,UNIT,UNIT,12,2.0,2.4,24.0,28.799999999999997,2.4,13.9,13.9,13.9,FBA,5.772671999999999,5.772671999999999,5.727328000000002,5.727328000000002,0.4120379856115109,0.4120379856115109,,5.627328000000002,2.4,UNKNOWN,90.0,UNKNOWN,SHORTLIST,Passes all thresholds at conservative price | Gated status unknown — check before buying,AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC49.5N,3616303397272,,B0BK18TT6C,https://www.amazon.co.uk/dp/B0BK18TT6C,Bourjois Healthy Mix Foundation - 49.5 Fair Ivory,UNIT,UNIT,12,3.0,3.5999999999999996,36.0,43.199999999999996,3.5999999999999996,10.9,10.9,10.9,FBA,5.23254,5.23254,2.0674600000000005,2.0674600000000005,0.1896752293577982,0.1896752293577982,,3.16746,3.5999999999999996,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £2.07, conservative £2.07 (min £2.50)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC50.5N,3616303397302,,B0BK164H1X,https://www.amazon.co.uk/dp/B0BK164H1X,Bourjois Healthy Mix Clean Vegan Foundation No. 50.5 Light Ivory,UNIT,UNIT,12,3.55,4.26,42.599999999999994,51.11999999999999,4.26,6.93,6.93,6.93,FBA,3.5742696,3.5742696,-0.9042696000000001,-0.9042696000000001,-0.13048623376623378,-0.13048623376623378,50.0,0.8557303999999997,4.26,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £-0.90, conservative £-0.90 (min £2.50)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC51.2W,3616303397173,,B0BK1C4YTP,https://www.amazon.co.uk/dp/B0BK1C4YTP,BOURJOIS Healthy Mix Clean & Vegan Radiant Foundation No.51.2W Golden Vanilla (30 ml),UNIT,UNIT,12,2.9,3.48,34.8,41.76,3.48,6.76,6.76,6.76,FBA,3.5545823999999997,3.5545823999999997,-0.2745823999999999,-0.2745823999999999,-0.040618698224852055,-0.040618698224852055,50.0,0.7054176000000001,3.48,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £-0.27, conservative £-0.27 (min £2.50)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC51.5C,3616303397241,,B0BH97RR3L,https://www.amazon.co.uk/dp/B0BH97RR3L,"Bourjois - Healthy Mix Clean Foundation, Foundation, Pink Vanilla 30ml",UNIT,UNIT,12,3.3,3.9599999999999995,39.599999999999994,47.51999999999999,3.9599999999999995,7.29,7.29,7.29,FBA,3.6029652,3.6029652,-0.27296519999999935,-0.27296519999999935,-0.03744378600823036,-0.03744378600823036,,1.1870348000000002,3.9599999999999995,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £-0.27, conservative £-0.27 (min £2.50)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC51W,3616303397319,,B0BH96BF1J,https://www.amazon.co.uk/dp/B0BH96BF1J,"Bourjois - Healthy Mix Clean Foundation, Ton 051, Light Vanilla 30ml",UNIT,UNIT,12,3.0,3.5999999999999996,36.0,43.199999999999996,3.5999999999999996,6.8,6.8,6.8,FBA,3.5510879999999996,3.5510879999999996,-0.3510879999999994,-0.3510879999999994,-0.05163058823529403,-0.05163058823529403,100.0,0.7489120000000002,3.5999999999999996,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £-0.35, conservative £-0.35 (min £2.50)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC52.2W,3616303397203,,B0BK15B4DN,https://www.amazon.co.uk/dp/B0BK15B4DN,Bourjois Healthy Mix Foundation - 52.2 Golden Beige,UNIT,UNIT,12,2.8,3.36,33.599999999999994,40.31999999999999,3.36,6.64,6.64,6.64,FBA,3.5398464,3.5398464,-0.25984640000000025,-0.25984640000000025,-0.039133493975903655,-0.039133493975903655,50.0,0.6001535999999996,3.36,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £-0.26, conservative £-0.26 (min £2.50)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC52.5C,3616303397197,,B0BK1BNY2Z,https://www.amazon.co.uk/dp/B0BK1BNY2Z,Bourjois Healthy Mix Clean Vegan Foundation No. 52.5 Rose Beige,UNIT,UNIT,12,2.6,3.12,31.200000000000003,37.440000000000005,3.12,6.45,6.45,6.45,FBA,3.520104,3.520104,-0.19010399999999983,-0.19010399999999983,-0.029473488372092994,-0.029473488372092994,,0.4298960000000003,3.12,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £-0.19, conservative £-0.19 (min £2.50)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC52W,3616303397166,,B0BH96NGG4,https://www.amazon.co.uk/dp/B0BH96NGG4,Bourjois Healthy Mix Clean Vegan Foundation No 52 Vanilla,UNIT,UNIT,12,2.8,3.36,33.599999999999994,40.31999999999999,3.36,6.5,6.5,6.5,FBA,3.528,3.528,-0.3879999999999999,-0.3879999999999999,-0.059692307692307676,-0.059692307692307676,200.0,0.472,3.36,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £-0.39, conservative £-0.39 (min £2.50)",INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC53W,3616303397364,,B0BH96CM9G,https://www.amazon.co.uk/dp/B0BH96CM9G,"Bourjois - Healthy Mix Clean Foundation, Foundation, Shade 053, Light Beige 30ml",UNIT,UNIT,12,2.6,3.12,31.200000000000003,37.440000000000005,3.12,6.76,6.76,6.76,FBA,3.5521488,3.5521488,0.0878511999999998,0.0878511999999998,0.012995739644970384,0.012995739644970384,300.0,0.7078511999999999,3.12,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £0.09, conservative £0.09 (min £2.50)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC54N,3616303397265,,B0BH97MLWR,https://www.amazon.co.uk/dp/B0BH97MLWR,"Bourjois - Healthy Mix Clean Foundation, foundation, clay 054, beige 30ml",UNIT,UNIT,12,3.2,3.84,38.400000000000006,46.080000000000005,3.84,6.49,6.49,6.49,FBA,2.6998188,2.6998188,-0.04981879999999972,-0.04981879999999972,-0.007676240369799648,-0.007676240369799648,50.0,1.2901812000000001,3.84,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £-0.05, conservative £-0.05 (min £2.50)",INSUFFICIENT_HISTORY
Price-List,O-BOUFOUHMC55N,3616303397326,,B0BH97LL38,https://www.amazon.co.uk/dp/B0BH97LL38,"Bourjois - Healthy Mix Clean Foundation, Foundation, Shade 055, Deep Beige 30ml",UNIT,UNIT,12,2.4,2.88,28.799999999999997,34.559999999999995,2.88,6.3,6.3,6.3,FBA,3.504264,3.504264,-0.08426400000000012,-0.08426400000000012,-0.013375238095238114,-0.013375238095238114,50.0,0.2957359999999998,2.88,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £-0.08, conservative £-0.08 (min £2.50)",AMAZON_ON_LISTING; INSUFFICIENT_HISTORY
Price-List,BOUFOUAFL110,3614227786325,,B09CW1H9T7,https://www.amazon.co.uk/dp/B09CW1H9T7,"3 x Bourjois Always Fabulous Long Lasting Stick Foundcealer - 110 Light Vanilla, 7.3g",UNIT,UNIT,12,3.65,4.38,43.8,52.559999999999995,4.38,,,,FBM,,,,,0.0,0.0,,,4.38,UNKNOWN,90.0,UNKNOWN,REVIEW,Gated status unknown; Conservative margin 0.0% below 10%,FBM_ONLY; INSUFFICIENT_HISTORY; FBM_SHIPPING_ESTIMATED
Price-List,BOUFOUAFL400,3614227786363,,B07N4K4DB9,https://www.amazon.co.uk/dp/B07N4K4DB9,"Bourjois Always Fabulous 24 Hour 2-in-1 Foundation and Concealer Stick with Blender, 400 Rose Beige",UNIT,UNIT,12,3.7,4.44,44.400000000000006,53.28000000000001,4.44,7.49,7.49,7.49,FBA,2.5163436,2.5163436,0.5336563999999999,0.5336563999999999,0.07124918558077435,0.07124918558077435,,2.4736564000000003,4.44,UNKNOWN,90.0,UNKNOWN,REJECT,"Unprofitable — current £0.53, conservative £0.53 (min £2.50)",INSUFFICIENT_HISTORY
Price-List,BOUFOUAFL410,3614227786370,,B09DGMYHY4,https://www.amazon.co.uk/dp/B09DGMYHY4,3 x Bourjois Always Fabulous Long Lasting Stick Foundcealer - 410 Golden Beige,UNIT,UNIT,12,4.5,5.3999999999999995,54.0,64.8,5.3999999999999995,,,,FBM,,,,,0.0,0.0,,,5.3999999999999995,UNKNOWN,90.0,UNKNOWN,REVIEW,Gated status unknown; Conservative margin 0.0% below 10%,FBM_ONLY; INSUFFICIENT_HISTORY; FBM_SHIPPING_ESTIMATED
Price-List,BOULIPFLT001,3614225979859,,B07QM76JG2,https://www.amazon.co.uk/dp/B07QM76JG2,Bourjois Fabuleux Lip Transformer 01 Mattifier,UNIT,UNIT,12,0.5,0.6,6.0,7.199999999999999,0.6,7.99,7.99,7.99,FBA,2.5199987999999998,2.5199987999999998,4.870001200000001,4.870001200000001,0.6095120400500627,0.6095120400500627,,2.9700012000000005,0.6,UNKNOWN,90.0,UNKNOWN,SHORTLIST,Passes all thresholds at conservative price | Gated status unknown — check before buying,SINGLE_FBA_SELLER; INSUFFICIENT_HISTORY
Price-List,BOULIPRFB001,3614225975356,,B08VWS49ZZ,https://www.amazon.co.uk/dp/B08VWS49ZZ,2 x Bourjois Paris Rouge Fabuleux Lipstick - 01 Abracadabiege,UNIT,UNIT,12,0.8,0.96,9.600000000000001,11.520000000000001,0.96,,,,FBM,,,,,0.0,0.0,,,0.96,UNKNOWN,90.0,UNKNOWN,REVIEW,Gated status unknown; Conservative margin 0.0% below 10%,FBM_ONLY; INSUFFICIENT_HISTORY; FBM_SHIPPING_ESTIMATED
Price-List,BOULIPRFB002,3614225975363,,B08VWF9MKD,https://www.amazon.co.uk/dp/B08VWF9MKD,2 x Bourjois Paris Rouge Fabuleux Lipstick - 02 Aleau De Rose,UNIT,UNIT,12,2.25,2.6999999999999997,27.0,32.4,2.6999999999999997,,,,FBM,,,,,0.0,0.0,,,2.6999999999999997,UNKNOWN,90.0,UNKNOWN,REVIEW,Gated status unknown; Conservative margin 0.0% below 10%,FBM_ONLY; INSUFFICIENT_HISTORY; FBM_SHIPPING_ESTIMATED
Price-List,BOULIPRFB003,3614225975370,,B08VVWQBY5,https://www.amazon.co.uk/dp/B08VVWQBY5,3 x Bourjois Paris Rouge Fabuleux Lipstick - 03 Bohemain Raspberry,UNIT,UNIT,12,2.3,2.76,27.599999999999998,33.12,2.76,,,,FBM,,,,,0.0,0.0,,,2.76,UNKNOWN,90.0,UNKNOWN,REVIEW,Gated status unknown; Conservative margin 0.0% below 10%,FBM_ONLY; INSUFFICIENT_HISTORY; FBM_SHIPPING_ESTIMATED
